id,Track Name,Artist,Genre,MFCC Features
557,Waitin',Nicky Cook,,"[-3.9607804  -3.5142303  -3.2538292  ... -0.33869255 -0.10638213
  0.03407962]"
1035,If You So Choose,Lexie Mountain Boys,Experimental,"[-3.8140929  -2.9597707  -2.564393   ...  0.2840452   0.30258104
  0.46451133]"
1248,w/ Caleb Johnston (2002),Nautical Almanac,Experimental,"[-3.640684   -1.5559722   0.13916641 ... -0.29803154 -0.41421586
 -0.42013642]"
1069,Un Lagrima en la Discoteca,Lucky Dragons,Experimental,"[-3.766653   -2.5501158  -1.9073249  ... -0.19203345 -0.1142261
 -0.11096945]"
179,Ready to Die,Argumentix,Rock,"[-2.0472782  -1.1003526  -1.1594151  ... -0.34514484 -0.24155888
 -0.26768783]"
977,the two of us,Jad Fair,Spoken,"[-3.8165994  -2.4526331  -1.7842869  ...  0.11890604 -0.06197033
 -0.15264776]"
189,The Thought Of It,Ed Askew,Folk,"[-3.9053855  -3.3856618  -3.2715116  ... -0.17442179 -0.23029219
 -0.14507999]"
1094,Track 03,Manbeard,Experimental,"[-4.1697383  -4.005598   -3.9829059  ...  0.05313981  0.10053526
 -0.01474236]"
859,Take a Walk,I Am the Liquor,Rock,"[-4.3588915  -4.3553925  -4.3516974  ...  0.17135562  0.18200329
  0.17225334]"
1081,Tryin' To Avoid The Suburbanoids,Lungs Of A Giant,Rock,"[-3.3712032  -1.0577109   0.074292   ... -0.3699945  -0.3769204
 -0.44810396]"
1007,Heya,King Kong Ding Dong,Rock,"[-3.7547276   2.6485503   3.7121763  ... -0.49789885 -0.53977996
 -0.62548876]"
1268,Rejerks 08,Nautical Almanac,Experimental,"[-3.2224882  -1.3023188  -0.5856275  ... -0.45399237 -0.46809936
 -0.2974816 ]"
585,Weapons? What Weapons of Mass Destruction? (Live),DJ's of Mass Destruction,Hip-Hop,"[-4.029242   -3.3996084  -3.1201415  ...  0.04470932  0.14528812
  0.15508503]"
1000,Bless You,Kevin Shields,Experimental,"[-3.6072423  -1.0218405   0.6271708  ... -0.44063473 -0.40582466
 -0.21655525]"
248,Ghosts,Bird Names,,"[-3.5235238  -2.1779344  -1.4600213  ... -0.33777258 -0.15099442
 -0.12059685]"
1165,Washington Beach,Mors Ontologica,Rock,"[-3.8091838  -2.2396848  -1.3170544  ... -0.27127096 -0.2564967
 -0.15290809]"
584,Liberate The Children (Live),DJ's of Mass Destruction,Hip-Hop,"[-4.148714   -3.8046074  -3.5882907  ... -0.18670651 -0.16656658
 -0.07063796]"
892,Phantom Sky,Ilyas Ahmed,Folk,"[-3.6416485  -2.760765   -2.5136907  ... -0.05842562 -0.11221249
 -0.13247697]"
1088,aluminum,Mahjongg,Electronic,"[-4.0940847  -3.5368319  -3.2612     ...  0.26196632  0.26898178
  0.21987422]"
843,Today,Heroin UK,Rock,"[-3.8898633  -2.3745425  -1.4847763  ... -0.04471301  0.07215866
  0.20386145]"
1022,Inasmuch As,Kyle Bruckmann's Wrack,Jazz,"[-4.0210433  -3.507647   -3.3081472  ...  0.02947804  0.10714413
  0.15140915]"
365,The Sound of Music,Blah Blah Blah,Rock,"[-3.894923   -3.1692843  -2.6573572  ...  0.49825493  0.44997567
  0.38031888]"
747,Nite Nurses,Glass Candy,Soul-RnB,"[-3.499545   -0.68132114  0.4153994  ... -0.742821   -0.4374341
 -0.4191094 ]"
784,Lemon Intermezzo,Glove Compartment,Rock,"[-4.248587   -4.1468053  -4.1599655  ...  0.2939613   0.31500015
  0.28047356]"
834,You Showed Me The Way,Here's How,Jazz,"[-4.220704   -3.9689996  -3.84457    ... -0.21057524 -0.15316862
  0.01227864]"
367,There goes my greenhouse,Blah Blah Blah,Rock,"[-4.1124077  -3.7090137  -3.4932137  ... -0.03302876 -0.06594303
 -0.01004502]"
210,In the French Court,Ed Askew,Folk,"[-4.018744   -3.3448937  -3.1337862  ... -0.27194068 -0.31327674
 -0.30891195]"
1095,Track 04,Manbeard,Experimental,"[-4.218552   -4.0257187  -3.9243932  ...  0.29689023  0.31195486
  0.27685678]"
587,A+ Cannibal,Death Sentence: Panda!,Experimental,"[-3.776876    0.10205737  1.8800515  ...  0.16092303  0.10131692
 -0.00624857]"
876,Acidiscipline,Illusion of Safety,Electronic,"[-4.116827   -3.4293156  -3.1036236  ... -0.30668873 -0.47489795
 -0.41763723]"
686,Murder,Fanatic,Hip-Hop,"[-4.1619706  -3.808692   -3.468003   ...  0.2224968   0.24784848
  0.3297721 ]"
854,INXS,Nautical Almanac,Experimental,"[-3.7285182  -0.19613585  1.8207347  ... -0.19792096 -0.15321362
 -0.12284092]"
1058,Credo,Lozenge,Jazz,"[-4.0290823  -1.6191194   0.6463921  ... -0.3292172  -0.35465097
 -0.23115078]"
386,Clapartroach,Blanketship,Electronic,"[-3.9291573e+00 -3.1076658e+00 -2.8101709e+00 ... -3.3501264e-02
  1.3569307e-03  4.3924071e-02]"
1225,Starlight,Mudboy,,"[-4.3588986  -3.776598   -3.0137322  ...  0.20563179  0.23385994
  0.27768114]"
444,Jean-Michel,Bronhard/Going/Public,,"[-4.087023   -3.7082524  -3.581924   ... -0.12471014 -0.02114568
  0.04944029]"
933,Listen To The Guitar Strum,Jad Fair,Spoken,"[-4.1149483  -3.6748393  -3.3109217  ...  0.08245797  0.00878465
  0.0431292 ]"
486,Avoid,Celesteville,Rock,"[-4.358899   -4.0083637  -2.6733224  ... -0.70066696 -1.0472707
 -0.45641452]"
184,Helen,Ariel Pink's Haunted Graffiti,Rock,"[-3.5445375  -0.57526416  0.84163076 ...  0.27756417  0.47594777
  0.4293501 ]"
660,side 2 - dear mary elizabeth,Ethan Persoff,Electronic,"[-4.1566834  -3.882067   -2.933142   ...  0.52205056  0.5175853
  0.34956995]"
406,ELI,Borful Tang,Electronic,"[-3.8936913  -3.114326   -2.5683863  ... -0.11860505 -0.17666322
 -0.19112125]"
783,Puffy Onyx,Glove Compartment,Rock,"[-4.231698   -3.9868832  -3.864953   ...  0.01217436  0.01903879
  0.03790442]"
1129,Oscillator,Mink Lungs,Rock,"[-4.1833353  -3.8603964  -3.5949726  ... -0.28517398 -0.2876489
 -0.15409882]"
324,I just don't know,Blah Blah Blah,Rock,"[-4.0655327  -3.5070288  -3.2546318  ... -0.08575995 -0.12024591
 -0.08445483]"
1075,Painful Corazon,Lucky Dragons,Experimental,"[-4.2246494  -4.0340896  -4.0051804  ... -0.01676517  0.00702893
  0.05672257]"
358,My House,Blah Blah Blah,Rock,"[-4.158969   -3.9136674  -3.8444958  ...  0.04070022  0.08166967
  0.13319947]"
1260,Rejerks 05,Nautical Almanac,Experimental,"[-4.1711245  -3.8632536  -3.6126306  ... -0.14128676 -0.15333933
 -0.0862762 ]"
951,The Sun Above,Jad Fair,Spoken,"[-3.8434289  -2.930027   -2.3296213  ... -0.0616525  -0.10461109
 -0.13344193]"
1110,Resolution Chord From Frances,Michael J. Schumacher,Experimental,"[-3.4431608  -3.2132604  -3.1445675  ... -0.06333385 -0.11107739
 -0.0952579 ]"
199,Rimbaud,Ed Askew,Folk,"[-4.159641   -3.886524   -3.8192644  ... -0.07296426 -0.07347692
  0.05280439]"
868,The Stars Are Beautiful,Ian Nagoski,Experimental,"[-4.1868386  -4.0494256  -3.9975755  ...  0.04851453  0.02815679
 -0.05512417]"
464,The Way I Feel Today,Cantonement Jazz Band,,"[-4.1195674  -3.668734   -3.4424708  ... -0.11688834  0.0453272
  0.27022195]"
1279,Childs Eye,Newagehillbilly,Rock,"[-3.6236725  -1.8653171  -1.0735817  ... -0.46863618 -0.5275828
 -0.6187505 ]"
393,"Untitled Boogie (edit), Transfiguration Boogie, Boogie Hole",Boogie Witch,Rock,"[-1.2321558   3.670535    3.9941356  ... -0.3003296  -0.27962926
 -0.2849961 ]"
1015,My Hands Are Turning To Bricks,Kowloon Walled City,Rock,"[-3.5492733  -1.2322644  -0.09415846 ... -0.4148344  -0.4853259
 -0.5472832 ]"
206,Bella Crane,Ed Askew,Folk,"[-3.9405687  -3.328831   -3.210164   ... -0.051884   -0.09645086
 -0.12356973]"
786,Electric Guru,Glove Compartment,Rock,"[-4.248031   -3.9794734  -3.3920872  ... -0.0886443  -0.06271096
 -0.05459814]"
1213,Track 1,Mudboy,,"[-4.3244953  -4.2472115  -4.2304726  ...  0.17097192  0.17772074
  0.15722832]"
603,Lover of Nightmares,Dora Bleu,Folk,"[-4.358899   -4.245598   -4.0403867  ...  0.01995853  0.00619947
 -0.04423339]"
996,Time and the Hunter,Kevin Shields,Experimental,"[-1.5212214   3.826297    4.04288    ... -0.29534885 -0.16687305
 -0.0663842 ]"
546,If You Have No One,Charles Manson,Folk,"[-4.1004686  -3.731692   -3.6376543  ... -0.04205925 -0.04030814
 -0.05160043]"
822,Tom & Jerry,Hecuba,Pop,"[-4.118241   -3.7600565  -3.582925   ... -0.01599959  0.02329913
  0.13171218]"
481,Council Bluffs,Celesteville,Rock,"[-4.358899   -4.2723436  -4.080671   ... -0.10947095 -0.13146244
 -0.20380233]"
370,Why didn't Nero?,Blah Blah Blah,Rock,"[-4.1761565  -3.9041808  -3.785125   ... -0.19846475 -0.222214
 -0.13606226]"
638,The Vultures Midwife,Eric Leonardson,Experimental,"[-4.027141   -3.5978844  -3.4262185  ... -0.02735761 -0.02355069
  0.04804353]"
736,You Are the Fly,Glass Candy,Soul-RnB,[-3.9588592 -3.3075507 -3.1472597 ... -0.698316  -0.5768517 -0.3418836]
1237,Untitled,Mudboy,,"[-4.2886796  -4.2049117  -4.1759396  ...  0.22941354  0.22941573
  0.22938834]"
340,Circles in London,Blah Blah Blah,Rock,"[-4.225721   -4.034071   -3.9679856  ... -0.06650254 -0.03403548
 -0.01955395]"
1155,Beyond The Reef,The Moonlighters,Jazz,"[-4.358899   -4.1806283  -3.691719   ... -0.02184007 -0.02287179
  0.03123877]"
978,Track 01,Jailberg,Experimental,"[-3.9529321  -3.5984201  -3.479512   ...  0.14343213  0.12944633
  0.01946146]"
334,Blahpunk,Blah Blah Blah,Rock,"[-3.996814   -3.468151   -3.141359   ...  0.02768166 -0.0570705
 -0.16579005]"
1085,jamdek,Mahjongg,Electronic,"[-3.9493613  -3.282244   -3.2291605  ...  0.09552273 -0.20562083
 -0.46657065]"
992,Beautiful Song w/ kick drum solo,Jason Willett,Rock,"[-3.99512577e+00 -2.87017488e+00 -2.15068698e+00 ...  2.48579923e-02
 -1.51162455e-02  2.51670578e-03]"
357,Mr Mystery,Blah Blah Blah,Rock,"[-4.1329207  -3.7632701  -3.5553803  ... -0.0091233  -0.05027715
 -0.01239006]"
770,Black Veil,Glass Candy,Soul-RnB,"[-3.9709747  -2.4658494  -0.6008088  ... -0.37742263 -0.1563166
 -0.30068913]"
970,You Got It,Jad Fair,Spoken,"[-3.4205148  -2.0575175  -1.7882857  ...  0.14273176  0.10216934
  0.12471952]"
530,White Satin Bed,Celesteville,Rock,"[-3.6764553  -2.1970375  -1.3650239  ...  0.55618703  0.5860006
  0.4281206 ]"
162,Track 07,Area C,Experimental,"[-4.0475454  -3.7582538  -3.6624298  ...  0.10561734  0.12251302
  0.20924653]"
412,John And Mary - The Meeting,Borful Tang,Electronic,"[-4.189192   -3.9527724  -3.8597627  ... -0.08172282 -0.1271206
 -0.20171784]"
692,Part 4,Flying Luttenbachers,Rock,"[-3.7921686  -2.253728   -1.4153925  ... -0.12796533  0.03579583
 -0.2671537 ]"
864,Feather,Ian Nagoski,Experimental,"[-4.1859922  -3.3426287  -2.3104823  ...  0.03030721  0.11917482
 -0.13207021]"
1004,Vibrating Corpse,Kevin Shields,Experimental,"[-3.4756534   2.966851    3.6253653  ...  0.01711531  0.14707422
  0.3909373 ]"
503,Carted Off,Celesteville,Rock,"[-4.2217674  -3.927391   -3.7326355  ... -0.0986416  -0.02389782
  0.00512918]"
1192,Disorder,Mors Ontologica,Rock,"[-4.1915383  -3.598895   -2.7826111  ... -0.18707015 -0.06536465
  0.02731655]"
147,Repetitive Motion Sickness,Amoebic Ensemble,Jazz,"[-4.212532   -3.7711372  -3.4926548  ... -0.2910819  -0.20092736
 -0.3795724 ]"
780,Don't Peek-O,Glove Compartment,Rock,"[-4.3164606  -4.2499886  -4.2430296  ... -0.10394784 -0.04836046
 -0.01300615]"
572,Awaken,Cinwaves,Rock,"[-4.0500813  -3.3753333  -2.9678335  ... -0.04941864 -0.24095052
 -0.15272266]"
701,Japan,Foot Village,Rock,"[-3.6487837   1.0198325   2.855982   ... -0.7254085  -0.5586509
 -0.39508024]"
1033,Cut 4,Leprechaun Catering,Rock,"[-4.3588986  -3.9059865  -2.2416024  ...  0.12509356  0.11545356
  0.09118371]"
157,Track 02,Area C,Experimental,"[-4.2414694  -4.0724325  -3.889321   ...  0.08241118  0.13671649
  0.09014872]"
405,Majestic Shuffle,Borful Tang,Electronic,"[-3.969714   -3.0634093  -2.467556   ... -0.20256373 -0.278794
 -0.22139402]"
1043,I'm Shufflin',Little Howlin' Wolf,Blues,"[-3.389956   -0.353843    1.3173126  ... -0.540968   -0.1853128
  0.02397323]"
772,Johnny Are You Queer?,Glass Candy,Soul-RnB,"[-3.9818459  -3.2589047  -2.9041193  ... -0.3610228  -0.64568675
 -0.5405383 ]"
964,With The Knowledge,Jad Fair,Spoken,"[-4.2514644  -4.1011505  -3.9462066  ...  0.2576804   0.28374016
  0.37549466]"
449,Burlington Goat Factory,Bronhard/Going/Public,,"[-4.318227   -3.8188992  -3.2822871  ... -0.00496714  0.07501633
  0.22912998]"
639,Near and Distant Relations,Eric Leonardson and Steve Barsotti,Experimental,"[-4.1552153  -3.7319582  -3.4471712  ... -0.05636977  0.03090482
  0.06546789]"
615,"Immaterial, side A",EKG,Experimental,"[-4.1656804  -4.0350466  -4.0166893  ... -0.02517357  0.02384392
  0.09471044]"
1277,No Business,Negativland,Experimental,"[-4.195827   -3.7998967  -3.5252414  ... -0.2650575  -0.5971674
 -0.33571786]"
337,Brian's Garage,Blah Blah Blah,Rock,"[-3.972305   -3.084773   -2.518057   ...  0.05892275  0.0338171
  0.03294146]"
434,1988,Brian Joseph Davis,Experimental,"[-4.2028956  -3.970377   -3.8205612  ... -0.19040193 -0.14490724
 -0.02290088]"
5,This World,AWOL,Hip-Hop,"[-4.0969815  -3.6784022  -3.4937496  ...  0.06779845  0.26904333
  0.22675408]"
738,Cold Party,Glass Candy,Soul-RnB,"[-4.219563   -3.9205115  -3.5726802  ... -0.7284632  -1.0881262
 -0.21908513]"
823,YES,Hecuba,Pop,"[-4.249553   -4.129034   -3.5921297  ... -0.03710338 -0.2140926
 -0.22305124]"
1156,45 Revolutions,Mors Ontologica,Rock,"[-3.5481052  -1.822144   -0.5238973  ... -0.5781268  -0.46285495
 -0.38812274]"
208,Safe Harbor,Ed Askew,Folk,"[-3.7650928  -2.806307   -2.5215604  ... -0.47147015 -0.3766553
 -0.26345816]"
400,Electronic Interlude VI,Borful Tang,Electronic,"[-3.7519157e+00 -2.9944429e+00 -2.6794908e+00 ... -2.6309391e-02
 -7.3902663e-03  3.0402651e-03]"
247,A New Map for Kissing,Bird Names,Rock,"[-3.9311132  -3.3321104  -3.0404525  ...  0.04239403  0.07792842
  0.0569174 ]"
1229,Track 6,Mudboy,,"[-4.035889   -3.502317   -3.2719376  ...  0.16352871  0.30502072
  0.2188676 ]"
709,Cumbia De Obama,Fósforo,International,"[-3.8448422  -3.343121   -3.4219072  ... -0.46484196 -0.5253541
 -0.4511057 ]"
226,W.T.M.,Bad News Bats,Rock,"[-3.5114405  -2.1689813  -1.9107463  ... -0.11272117 -0.24653189
 -0.44573995]"
493,In the Sky,Celesteville,Rock,"[-4.0476837  -3.652482   -3.4615934  ...  0.18545288  0.02329797
 -0.05498051]"
861,Kicking & Screaming,I Am the Liquor,Rock,"[-3.9427004  -1.5814297   0.89753217 ... -0.06638689 -0.15516579
 -0.2331422 ]"
1099,Track 08,Manbeard,Experimental,"[-4.129358   -3.5458453  -3.1946566  ... -0.029169    0.02207822
  0.13716343]"
419,The Franklin Mint Job,Brian Joseph Davis,Experimental,"[-3.9418182  -2.8668406  -2.0871856  ...  0.09576495 -0.01013882
 -0.35319316]"
937,Not No,Jad Fair,Spoken,"[-4.049285   -3.3430398  -2.9529397  ...  0.92570746  0.62710047
  0.54385185]"
931,LaLaLaHa,Jad Fair,Spoken,"[-1.677339    2.3924544   2.7960074  ... -0.10723708 -0.17337184
 -0.17820086]"
606,Attack of the Clones,Double Dagger,Rock,"[-4.3588986  -4.054984   -3.4382508  ...  0.21396086  0.26557767
  0.10849242]"
1041,Live with Steve MacKay of the Stooges,Liquorball,Rock,"[-4.058776   -3.4490683  -3.0761662  ... -0.19867171 -0.19682205
 -0.08835525]"
361,Red coated young girlfriend,Blah Blah Blah,Rock,"[-4.1602798  -3.912558   -3.830725   ...  0.07581546  0.11064083
  0.1545114 ]"
935,My Sure Cure,Jad Fair,Spoken,"[-3.898338   -3.3415534  -3.207772   ...  0.29581627  0.23125385
  0.17902671]"
401,Modesto,Borful Tang,Electronic,"[-3.8839147  -2.655683   -1.6899205  ...  0.39063776  0.4469566
  0.3397079 ]"
1202,Life Coach,Mountain High,Rock,"[-3.896702   -2.3788593  -1.4913918  ... -0.8486268  -0.68745303
 -0.4803348 ]"
622,Paper Cup,Ed Askew,Folk,"[-3.9806676  -3.4519818  -3.1628747  ...  0.21714683  0.04560256
  0.05204501]"
1266,Twenty Twenty,Nautical Almanac,Experimental,"[-3.914789   -2.4843702  -1.0924354  ... -0.33097154 -0.07223392
 -0.00965009]"
171,Marching as Technitions,Argumentix,Rock,"[-3.109119   -2.9728205  -3.0197458  ... -0.05981006 -0.0518042
 -0.01772296]"
1209,Track 05,Mr. Gutter,Experimental,"[-4.10424995e+00 -3.90541720e+00 -3.91443586e+00 ...  3.30418674e-03
  8.26217234e-02  1.16352834e-01]"
328,Central Park,Blah Blah Blah,Rock,"[-4.196843   -3.8886745  -3.428764   ... -0.35755938 -0.27407673
 -0.11212781]"
396,Juggernaut Soliloquy,Borful Tang,Electronic,"[-3.775182   -2.6013548  -1.8662348  ... -0.02947344  0.02260386
 -0.00705789]"
1206,Track 02,Mr. Gutter,Experimental,"[-4.2706122  -4.192199   -4.160137   ...  0.27340484  0.2349781
  0.22990197]"
438,Minima Medley,Brian Joseph Davis,Experimental,"[-3.5788643  -1.3281034  -0.40337613 ... -0.465299   -0.5504374
 -0.40887952]"
1243,Various Cut Lazerdiscs,Nautical Almanac,Experimental,"[-4.358899   -2.56325     3.159699   ...  0.22941574  0.22941574
  0.22941574]"
618,Smoke,Ed Askew,Folk,"[-4.117077   -3.6923997  -3.510304   ... -0.00450664  0.04222628
  0.15709463]"
158,Track 03,Area C,Experimental,"[-4.2512107  -4.045622   -3.981007   ...  0.07947503  0.07915091
  0.01500458]"
425,Track5,Brian Joseph Davis,Experimental,"[-3.9713569  -3.6974292  -3.60523    ...  0.27991587  0.25799173
  0.20193523]"
1050,Electric World,LO MOdA,Rock,"[-4.0002136  -3.2010655  -2.8063102  ...  0.00646702 -0.25466844
 -0.27564296]"
200,Baby Come Home,Ed Askew,Folk,"[-4.1911206  -3.7570717  -3.4450023  ... -0.04549952 -0.02550744
  0.03115536]"
421,"Il bouno, il bruto, il skronko",Brian Joseph Davis,Experimental,"[-4.205188   -3.9417963  -3.8464212  ... -0.35281307 -0.37888613
 -0.3076271 ]"
1182,Me & A Gun,Mors Ontologica,Rock,[-3.67835   -2.636429  -2.4648786 ... -1.018882  -0.61843   -0.6595618]
475,Buddy Alan In Reno,Celesteville,Rock,"[-3.7009313  -1.912313   -1.1160991  ... -0.32893226 -0.2748768
  0.05409433]"
1124,Think of Me,Mink Lungs,Rock,"[-3.7841072  -1.9845519  -0.8410656  ... -0.22509767  0.00985883
 -0.13196717]"
1060,Fuck The man,Lozenge,Jazz,"[-3.4819908  -0.77537036  0.5834143  ... -0.27077118 -0.51080996
 -0.43428886]"
866,Rain,Ian Nagoski,Experimental,"[-4.090923   -2.8173285  -0.76418394 ... -0.37204912 -0.4687315
 -0.24387847]"
437,Yesterduh (Joe Meek),Brian Joseph Davis,Experimental,"[-4.2788353e+00 -4.1494718e+00 -4.1307306e+00 ...  3.3177454e-02
  2.0252671e-02  2.9382608e-03]"
740,Life After Sundown,Glass Candy,Soul-RnB,"[-3.8760986  -2.5448263  -0.83642465 ... -0.76225054 -0.6076754
 -0.26567233]"
926,I'm A Fan,Jad Fair,Spoken,"[-4.0356836  -3.6385953  -3.5306861  ... -0.18107127 -0.14531158
 -0.0747775 ]"
212,When I Arive,Ed Askew,Folk,"[-4.0778136  -3.6307807  -3.4760673  ... -0.0146248   0.1086482
  0.03598239]"
193,Here With You,Ed Askew,Folk,"[-4.358899   -4.3578467  -4.356955   ...  0.31979933  0.17200494
 -0.06462829]"
175,Snapped Today,Argumentix,Rock,"[-4.014521   -2.933177   -2.1055245  ...  0.01157277 -0.08065178
 -0.19997226]"
816,KränkentanzSuite,Hans Grüsel's Krankenkabinet,Experimental,"[-3.7163613  -2.4883657  -1.7464334  ... -0.5215629  -0.67005134
 -0.56179696]"
711,Kamikaze!,The Functional Blackouts,Rock,"[-3.747606   -1.9087197  -0.68759    ... -0.19794095 -0.3104221
 -0.29406026]"
852,Escape From the Organ Chamber,Human Host,Rock,"[-3.704784   -2.835794   -2.2796667  ... -0.10760024 -0.06139459
 -0.01302001]"
1276,Richard Nixon Died Today,Negativland,Experimental,"[-3.9424608  -2.6134586  -1.1147623  ... -0.31728497 -0.7725892
 -0.73730695]"
663,side 5 - conclusion,Ethan Persoff,Electronic,"[-3.9762466e+00 -3.4257674e+00 -3.0701642e+00 ...  2.4736850e-01
  6.4898565e-02 -4.4768400e-04]"
1194,Do Not Be Afraid,Mount Eerie,Folk,"[-4.2088804  -4.0558667  -3.9768791  ... -0.2220227  -0.25317276
 -0.21218449]"
333,Blah intro,Blah Blah Blah,Rock,"[-4.081124   -3.8025346  -3.6284235  ...  0.14741126  0.04510475
  0.09487987]"
1263,Rejerks 06,Nautical Almanac,Experimental,"[-4.132793   -3.61908    -3.3781257  ... -0.23701802 -0.28982803
 -0.39012465]"
923,I Tell You What,Jad Fair,Spoken,"[-4.0871587  -3.7990482  -3.6239216  ...  0.13253072  0.11259792
  0.09016333]"
384,Baja Jones,Blanketship,Electronic,"[-4.068641   -3.588816   -3.4933705  ...  0.10570675  0.10289343
  0.09565004]"
1267,Clump Clump,Nautical Almanac,Experimental,"[-3.6260896   0.37692404  2.1647377  ... -0.32616875 -0.3404742
 -0.40776238]"
10,Freeway,Kurt Vile,Pop,"[-4.0894346  -3.1001656  -1.8477881  ...  0.22785926  0.13849027
  0.14456877]"
1090,silver series (MDG remix),Mahjongg,Electronic,"[-4.1521564  -3.9042983  -3.7132547  ...  0.14599335  0.14701743
  0.14651251]"
228,Don't Run With Pizzas,Bad News Bats,Rock,"[-3.831459   -1.8262694  -0.6391864  ... -0.592008   -0.7629435
 -0.63447505]"
322,Shopping Bag,Blah Blah Blah,Rock,"[-4.100486   -3.6781056  -3.5509987  ...  0.10054895  0.07603088
  0.05826255]"
761,Lovin' Machine (vocal dub),Glass Candy,Soul-RnB,"[-4.196103   -4.000338   -3.643979   ...  0.6166874   0.56216747
  0.46746895]"
879,Cancer Trk 5,Illusion of Safety,Electronic,"[-4.1724305  -3.7836282  -3.5433686  ... -0.03987103 -0.16856772
 -0.17126076]"
907,All I Have To Say,Jad Fair,Spoken,"[-3.8901486  -3.2293198  -2.906727   ... -0.11842442 -0.08323094
 -0.03453655]"
979,Track 02,Jailberg,Experimental,"[-3.917041   -2.8591092  -2.1879315  ... -0.01620569 -0.02273617
  0.01190096]"
946,Step Up To The Plate,Jad Fair,Spoken,"[-3.720004   -2.5473416  -1.8535961  ... -0.13267301 -0.1334313
  0.0441932 ]"
308,The Hotel,Blah Blah Blah,Rock,"[-4.3529215  -4.312628   -4.278098   ... -0.17927724 -0.22363742
 -0.2883946 ]"
564,The Sugar Society,Cinwaves,Rock,"[-3.81045    -2.7484987  -2.11937    ...  0.06461565  0.08095489
 -0.01558802]"
835,Ain't No Use,Here's How,Jazz,"[-4.2232623  -4.061236   -3.9420924  ... -0.32433233 -0.2518148
 -0.25923893]"
1278,Downloading,Negativland,Experimental,"[-4.0871754  -3.7048776  -3.5324886  ...  0.16470319  0.09612376
  0.08856355]"
489,Nevertheless,Celesteville,Rock,"[-4.1128674  -3.558319   -3.2979815  ... -0.10988574 -0.4071969
 -0.6156828 ]"
820,suBwarren2,Hans Grüsel's Krankenkabinet,Experimental,"[-3.8317468   0.7286176   2.611144   ... -0.16408752 -0.01989731
 -0.09216202]"
3,Electric Ave,AWOL,Hip-Hop,"[-4.185434   -3.6571004  -3.0550148  ... -0.05967743  0.01312674
  0.10583291]"
798,Artificial Breasts Are Not New,Glove Compartment,Rock,"[-4.1256356  -3.951517   -4.0154495  ...  0.22941574  0.22941574
  0.22941574]"
658,I Stayed Home ...,Ethan Persoff,Electronic,"[-4.285498   -4.131327   -4.137866   ...  0.2192212   0.18513975
  0.20113495]"
141,Ohio,Alec K. Redfearn & the Eyesores,Folk,"[-4.358899   -4.1861224  -3.9255087  ... -0.28185084 -0.14773647
 -0.15994412]"
742,B-Girls,Glass Candy,Soul-RnB,"[-3.946584   -2.201085   -0.3592341  ... -0.22440141 -0.51757425
 -0.57292867]"
918,Here's Our Time,Jad Fair,Spoken,"[-4.2463894  -4.1282773  -4.0684075  ... -0.07807898 -0.09421003
  0.00496278]"
471,Ephrata Cloister,Celesteville,Rock,"[-3.8809316  -2.9013863  -2.4775589  ...  0.2319622   0.2171281
  0.28178772]"
293,Berserk is the Best,Black Pus,Experimental,"[-3.9167857   2.7405016   3.4632819  ... -0.01114785  0.07308779
  0.10944128]"
347,Down in the pits again,Blah Blah Blah,Rock,"[-3.8853426  -2.9290516  -2.3971577  ...  0.19144143 -0.02047274
 -0.10960391]"
1019,Kraftwork,Nautical Almanac,Experimental,"[-3.677535   -2.0562472  -1.1750894  ... -0.1378167  -0.21225825
 -0.22486296]"
583,"WAR (If It Feels Good, Do It!)",DJ's of Mass Destruction,Hip-Hop,"[-4.1653314  -3.997818   -3.963951   ... -0.14865486 -0.27291125
 -0.15842907]"
1146,---,Minmae,Rock,"[-3.914835   -2.4483554  -0.6278687  ... -0.05937709 -0.03024315
 -0.04084689]"
345,Ding dang (skat),Blah Blah Blah,Rock,"[-3.8564496  -3.2174363  -3.0722086  ... -0.00653241 -0.03938643
 -0.10900734]"
1242,Rejerks 01,Nautical Almanac,Experimental,"[-4.1082954  -3.6645901  -3.6274893  ... -0.11182759 -0.15231507
 -0.20626502]"
549,"Venice, CA",Charles Manson,Folk,"[-4.144684   -3.8674529  -3.7412376  ...  0.25562495  0.22987697
  0.21199523]"
517,Narcotic Effect On Bees,Celesteville,Rock,"[-2.9846501  -0.5006346   0.47204006 ... -0.06263357 -0.12087295
 -0.16733028]"
395,Transfiguration Boogie,Boogie Witch,Rock,"[-1.6841271   3.2798843   3.7318525  ... -0.08470619 -0.19615726
 -0.2146986 ]"
1224,Half Wasted Track 4,Mudboy,Electronic,"[-4.155101   -3.854068   -3.7120514  ... -0.341195   -0.29706708
 -0.17027251]"
1249,"""Cleanse Bath"" 10"" Metal Laquer",Nautical Almanac,Experimental,"[-4.297337   -4.1562567  -2.3742297  ... -0.5158571  -0.47605821
 -0.47029617]"
1254,Rejerks 04,Nautical Almanac,Experimental,"[-3.7771099  -1.0978266   0.920915   ... -0.35562924 -0.31665707
 -0.12399878]"
914,Go Ahead,Jad Fair,Spoken,"[-3.9791477  -3.4445405  -3.1746266  ... -0.34675473 -0.2638042
 -0.074675  ]"
137,Side A,Airway,Experimental,"[-3.8427932  -2.3517504  -1.3422977  ...  0.05393988  0.05276761
  0.08364001]"
